122         113    0     0     9904     10017    7
123         113    0     0     9903     10016    8
124         114    0     0     9903     10017    1
125         114    0     0     9902     10016    8
126         114    0     0     9901     10015    8
127         114    0     0     9900     10014    8
128         115    0     0     9899     10014    8
129         115    0     0     9898     10013    8
130         116    0     0     9898     10014    1
131         117    0     0     9898     10015    1
132         118    0     0     9898     10016    1
133         118    0     0     9897     10015    8
134         118    0     0     9896     10014    8
135         118    0     0     9895     10013    8
136         119    0     0     9895     10014    1
137         119    0     0     9894     10013    8
138         119    0     0     9893     10012    8
139         119    0     0     9892     10011    8
140         120    0     0     9892     10012    1
141         120    0     0     9891     10011    8
142         121    0     0     9891     10012    1
143         121    0     0     9890     10011    8
144         122    0     0     9890     10012    1
145         122    0     0     9889     10011    8
146         122    0     0     9888     10010    8
147         123    0     0     9888     10011    1
148         124    0     0     9888     10012    1
149         125    0     0     9888     10013    1
150         125    0     0     9887     10012    8
151         126    0     0     9887     10013    1
152         127    0     0     9887     10014    1
153         128    0     0     9887     10015    1
154         129    0     0     9887     10016    1
155         130    0     0     9887     10017    1
156         131    0     0     9887     10018    1
157         131    0     0     9886     10017    8
158         132    0     0     9886     10018    1
159         132    0     0     9885     10017    8
160         133    0     0     9885     10018    1
161         133    0     0     9884     10017    8
162         133    0     0     9883     10016    8
163         134    0     0     9883     10017    1
164         135    0     0     9883     10018    1
165         135    0     0     9882     10017    8
166         136    0     0     9882     10018    1
167         136    0     0     9881     10017    8
168         137    0     0     9881     10018    1
169         137    0     0     9880     10017    8
170         138    0     0     9880     10018    1
171         138    0     0     9879     10017    8
172         138    0     0     9878     10016    8
173         139    0     0     9878     10017    1
174         140    0     0     9878     10018    1
175         141    0     0     9878     10019    1
176         142    0     0     9878     10020    1
177         142    0     0     9877     10019    8
178         143    0     0     9877     10020    1
179         144    0     0     9877     10021    1
180         144    0     0     9876     10020    8
181         144    0     0     9875     10019    8
182         145    0     0     9875     10020    1
183         145    0     0     9874     10019    8
184         146    0     0     9874     10020    1
185         147    0     0     9874     10021    1
186         147    0     0     9873     10020    8
187         147    0     0     9872     10019    8
188         147    0     0     9871     10018    8
189         147    0     0     9870     10017    8
190         147    0     0     9869     10016    8
191         148    0     0     9869     10017    1
192         149    0     0     9869     10018    1
193         150    0     0     9869     10019    1
194         151    0     0     9869     10020    1
195         152    0     0     9869     10021    1
196         153    0     0     9869     10022    1
197         153    0     0     9868     10021    8
198         154    0     0     9868     10022    1
199         155    0     0     9868     10023    1
200         156    0     0     9868     10024    1
201         156    0     0     9867     10023    8
202         157    0     0     9867     10024    1
203         157    0     0     9866     10023    8
204         158    0     0     9866     10024    1
205         159    0     0     9866     10025    1
206         159    0     0     9865     10024    8
207         160    0     0     9865     10025    1
208         159    0     0     9865     10024    2
209         159    0     0     9864     10023    8
210         159    0     0     9863     10022    8
211         160    0     0     9863     10023    1
212         161    0     0     9863     10024    1
213         161    0     0     9862     10023    8
214         162    0     0     9862     10024    1
215         162    0     0     9861     10023    8
216         162    0     0     9860     10022    8
217         162    0     0     9859     10021    8
218         162    0     0     9858     10020    8
219         162    0     0     9857     10019    8
220         162    0     0     9856     10018    8
221         162    0     0     9855     10017    8
222         163    0     0     9855     10018    1
223         163    0     0     9854     10017    8
224         163    0     0     9853     10016    8
225         164    0     0     9853     10017    1
226         165    0     0     9853     10018    1
227         166    0     0     9853     10019    1
228         167    0     0     9853     10020    1
229         168    0     0     9853     10021    1
230         169    0     0     9853     10022    1
231         170    0     0     9853     10023    1
232         171    0     0     9853     10024    1
233         171    0     0     9852     10023    8
234         172    0     0     9852     10024    1
235         172    0     0     9851     10023    8
236         173    0     0     9851     10024    1
237         173    0     0     9850     10023    8
238         173    0     0     9849     10022    8
239         173    0     0     9848     10021    8
240         173    0     0     9847     10020    8
241         174    0     0     9847     10021    1
242         174    0     0     9846     10020    8
243         174    0     0     9845     10019    8
244         175    0     0     9845     10020    1
245         176    0     0     9845     10021    1
246         176    0     0     9844     10020    8
247         176    0     0     9843     10019    8
248         176    0     0     9842     10018    8
249         177    0     0     9842     10019    1
250         178    0     0     9842     10020    1
251         178    0     0     9841     10019    8
252         179    0     0     9841     10020    1
253         180    0     0     9841     10021    1
254         181    0     0     9841     10022    1
255         181    0     0     9840     10021    8
256         182    0     0     9840     10022    1
257         182    0     0     9839     10021    8
258         183    0     0     9839     10022    1
259         183    0     0     9838     10021    8
260         183    0     0     9837     10020    8
261         183    0     0     9836     10019    8
262         184    0     0     9836     10020    1
263         184    0     0     9835     10019    8
264         185    0     0     9835     10020    1
265         186    0     0     9835     10021    1
266         186    0     0     9834     10020    8
267         186    0     0     9833     10019    8
268         186    0     0     9832     10018    8
269         186    0     0     9831     10017    8
270         186    0     0     9830     10016    8
271         186    0     0     9829     10015    8
272         187    0     0     9829     10016    1
273         188    0     0     9829     10017    1
274         188    0     0     9828     10016    8
275         189    0     0     9828     10017    1
276         190    0     0     9828     10018    1
277         189    0     0     9828     10017    2
278         189    0     0     9827     10016    8
279         190    0     0     9827     10017    1
280         190    0     0     9826     10016    8
281         190    0     0     9825     10015    8
282         191    0     0     9825     10016    1
283         191    0     0     9824     10015    8
284         191    0     0     9823     10014    8
285         192    0     0     9823     10015    1
286         193    0     0     9823     10016    1
287         193    0     0     9822     10015    8
288         193    0     0     9821     10014    8
289         194    0     0     9821     10015    1
290         194    0     0     9820     10014    8
291         194    0     0     9819     10013    8
292         195    0     0     9819     10014    1
293         196    0     0     9819     10015    1
294         196    0     0     9818     10014    8
295         196    0     0     9817     10013    8
296         196    0     0     9816     10012    8
297         197    0     0     9816     10013    1
298         198    0     0     9816     10014    1
299         198    0     0     9815     10013    8
300         199    0     0     9815     10014    1
301         200    0     0     9815     10015    1
302         201    0     0     9815     10016    1
303         202    0     0     9815     10017    1
304         202    0     0     9814     10016    8
305         202    0     0     9813     10015    8
306         203    0     0     9813     10016    1
307         203    0     0     9812     10015    8
308         204    0     0     9812     10016    1
309         205    0     0     9812     10017    1
310         205    0     0     9811     10016    8
311         206    0     0     9811     10017    1
312         206    0     0     9810     10016    8
313         207    0     0     9810     10017    1
314         208    0     0     9810     10018    1
315         209    0     0     9810     10019    1
316         210    0     0     9810     10020    1
317         210    0     0     9809     10019    8
318         210    0     0     9808     10018    8
319         210    0     0     9807     10017    8
320         211    0     0     9807     10018    1
321         212    0     0     9807     10019    1
322         212    0     0     9806     10018    8
323         213    0     0     9806     10019    1
324         214    0     0     9806     10020    1
325         214    0     0     9805     10019    8
326         214    0     0     9804     10018    8
327         214    0     0     9803     10017    8
328         214    0     0     9802     10016    8
329         214    0     0     9801     10015    8
330         214    0     0     9800     10014    8
331         215    0     0     9800     10015    1
332         215    0     0     9799     10014    8
333         216    0     0     9799     10015    1
334         216    0     0     9798     10014    8
335         216    0     0     9797     10013    8
336         217    0     0     9797     10014    1
337         217    0     0     9796     10013    8
338         218    0     0     9796     10014    1
339         218    0     0     9795     10013    8
340         218    0     0     9794     10012    8
341         218    0     0     9793     10011    8
342         217    0     1     9793     10011    0
343         218    0     1     9793     10012    1
344         218    0     1     9792     10011    8
345         218    0     1     9791     10010    8
346         219    0     1     9791     10011    1
347         219    0     0     9792     10011    7
348         220    0     0     9792     10012    1
349         221    0     0     9792     10013    1
350         222    0     0     9792     10014    1
351         222    0     0     9791     10013    8
352         222    0     0     9790     10012    8
353         222    0     0     9789     10011    8
354         223    0     0     9789     10012    1
355         224    0     0     9789     10013    1
356         225    0     0     9789     10014    1
357         225    0     0     9788     10013    8
358         226    0     0     9788     10014    1
359         227    0     0     9788     10015    1
360         227    0     0     9787     10014    8
361         227    0     0     9786     10013    8
362         228    0     0     9786     10014    1
363         227    0     0     9786     10013    2
364         227    0     0     9785     10012    8
365         227    0     0     9784     10011    8
366         228    0     0     9784     10012    1
367         228    0     0     9783     10011    8
368         229    0     0     9783     10012    1
369         229    0     0     9782     10011    8
370         229    0     0     9781     10010    8
371         230    0     0     9781     10011    1
372         230    0     0     9780     10010    8
373         229    0     1     9780     10010    0
374         229    0     0     9781     10010    7
375         228    0     0     9781     10009    2
376         229    0     0     9781     10010    1
377         230    0     0     9781     10011    1
378         230    0     0     9780     10010    8
379         231    0     0     9780     10011    1
380         232    0     0     9780     10012    1
381         232    0     0     9779     10011    8
382         233    0     0     9779     10012    1
383         233    0     0     9778     10011    8
384         233    0     0     9777     10010    8
385         233    0     0     9776     10009    8
386         234    0     0     9776     10010    1
387         235    0     0     9776     10011    1
388         235    0     0     9775     10010    8
389         235    0     0     9774     10009    8
390         235    0     0     9773     10008    8
391         236    0     0     9773     10009    1
392         237    0     0     9773     10010    1
393         238    0     0     9773     10011    1
394         238    0     0     9772     10010    8
395         239    0     0     9772     10011    1
396         240    0     0     9772     10012    1
397         241    0     0     9772     10013    1
398         242    0     0     9772     10014    1
399         243    0     0     9772     10015    1
400         244    0     0     9772     10016    1
401         244    0     0     9771     10015    8
402         245    0     0     9771     10016    1
403         245    0     0     9770     10015    8
404         246    0     0     9770     10016    1
405         246    0     0     9769     10015    8
406         247    0     0     9769     10016    1
407         247    0     0     9768     10015    8
408         248    0     0     9768     10016    1
409         249    0     0     9768     10017    1
410         250    0     0     9768     10018    1
411         250    0     0     9767     10017    8
412         251    0     0     9767     10018    1
413         251    0     0     9766     10017    8
414         251    0     0     9765     10016    8
415         252    0     0     9765     10017    1
416         252    0     0     9764     10016    8
417         253    0     0     9764     10017    1
418         253    0     0     9763     10016    8
419         253    0     0     9762     10015    8
420         254    0     0     9762     10016    1
421         254    0     0     9761     10015    8
422         254    0     0     9760     10014    8
423         255    0     0     9760     10015    1
424         255    0     0     9759     10014    8
425         256    0     0     9759     10015    1
426         256    0     0     9758     10014    8
427         256    0     0     9757     10013    8
428         257    0     0     9757     10014    1
429         258    0     0     9757     10015    1
430         259    0     0     9757     10016    1
431         259    0     0     9756     10015    8
432         260    0     0     9756     10016    1
433         260    0     0     9755     10015    8
434         261    0     0     9755     10016    1
435         261    0     0     9754     10015    8
436         262    0     0     9754     10016    1
437         263    0     0     9754     10017    1
438         263    0     0     9753     10016    8
439         264    0     0     9753     10017    1
